Nama,Brand,Tipe_Produk,SKU_Induk,SKU_Varian,Kapasitas,Warna,Varian,Harga,Harga_Promo,Diskon,Stok_Qty,Status_Stok,Link_Gambar,Link_Produk,Kategori
Xiaomi Watch S4 Series,Xiaomi,Smart Watches,XIA-WS4-41-ER-CON,8100225660,,White,"41 mm,White",3399000,3399000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/s/4/s4_gld_1.webp,https://eraspace.com/erafone/xiaomi-watch-s4-series,Wearable
Apple Watch SE 3 with Sport Band,Apple,Smart Watches,AWSE-SB25-ER-CON,8100227176,,,"44 mm,M/L,Midnight",4599000,4099000,11%,18,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_se_3_gps_40mm_midnight_aluminium_case_with_midnight_sport_band_1.webp,https://eraspace.com/erafone/apple-watch-se-3-with-sport-band,Wearable
Apple Watch SE 3 with Sport Band,Apple,Smart Watches,AWSE-SB25-ER-CON,8100227172,,,"40 mm,M/L,Midnight",4599000,4099000,11%,14,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_se_3_gps_40mm_midnight_aluminium_case_with_midnight_sport_band_1.webp,https://eraspace.com/erafone/apple-watch-se-3-with-sport-band,Wearable
Apple Watch SE 3 with Sport Band,Apple,Smart Watches,AWSE-SB25-ER-CON,8100227169,,,"40 mm,S/M,Starlight",4599000,4099000,11%,37,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_se_3_gps_40mm_midnight_aluminium_case_with_midnight_sport_band_1.webp,https://eraspace.com/erafone/apple-watch-se-3-with-sport-band,Wearable
Apple Watch SE 3 with Sport Band,Apple,Smart Watches,AWSE-SB25-ER-CON,8100227175,,,"44 mm,S/M,Midnight",4599000,4099000,11%,7,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_se_3_gps_40mm_midnight_aluminium_case_with_midnight_sport_band_1.webp,https://eraspace.com/erafone/apple-watch-se-3-with-sport-band,Wearable
Apple Watch SE 3 with Sport Band,Apple,Smart Watches,AWSE-SB25-ER-CON,8100227174,,,"44 mm,M/L,Starlight",4599000,4099000,11%,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_se_3_gps_40mm_midnight_aluminium_case_with_midnight_sport_band_1.webp,https://eraspace.com/erafone/apple-watch-se-3-with-sport-band,Wearable
Apple Watch SE 3 with Sport Band,Apple,Smart Watches,AWSE-SB25-ER-CON,8100227173,,,"44 mm,S/M,Starlight",4599000,4099000,11%,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_se_3_gps_40mm_midnight_aluminium_case_with_midnight_sport_band_1.webp,https://eraspace.com/erafone/apple-watch-se-3-with-sport-band,Wearable
Apple Watch SE 3 with Sport Band,Apple,Smart Watches,AWSE-SB25-ER-CON,8100227170,,,"40 mm,M/L,Starlight",4599000,4099000,11%,18,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_se_3_gps_40mm_midnight_aluminium_case_with_midnight_sport_band_1.webp,https://eraspace.com/erafone/apple-watch-se-3-with-sport-band,Wearable
Apple Watch SE 3 with Sport Band,Apple,Smart Watches,AWSE-SB25-ER-CON,8100227171,,,"40 mm,S/M,Midnight",4599000,4099000,11%,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_se_3_gps_40mm_midnight_aluminium_case_with_midnight_sport_band_1.webp,https://eraspace.com/erafone/apple-watch-se-3-with-sport-band,Wearable
Xiaomi Smart Band 10 Pro,Xiaomi,Smart Watches,XIA-SB-10P-ER-CON,8100255742,,Lavender Pink,Lavender Pink,1199000,1199000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_smart_band_10_pro_midnight_black_00.webp,https://eraspace.com/erafone/xiaomi-smart-band-10-pro,Wearable
Xiaomi Smart Band 10 Pro,Xiaomi,Smart Watches,XIA-SB-10P-ER-CON,8100255741,,Glacier Silver,Glacier Silver,1199000,1199000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_smart_band_10_pro_midnight_black_00.webp,https://eraspace.com/erafone/xiaomi-smart-band-10-pro,Wearable
Xiaomi Smart Band 10 Pro,Xiaomi,Smart Watches,XIA-SB-10P-ER-CON,8100255740,,Midnight Black,Midnight Black,1199000,1199000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_smart_band_10_pro_midnight_black_00.webp,https://eraspace.com/erafone/xiaomi-smart-band-10-pro,Wearable
Huawei Watch GT Runner 2,Huawei,Smart Watches,HUA-WGT2R-ER-CON,8100257480,,Midnight Black,Midnight Black,5499000,5299000,4%,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_watch_gt_runner_2_dawn_orange_01_n1.webp,https://eraspace.com/erafone/huawei-watch-gt-runner-2,Wearable
Huawei Watch GT Runner 2,Huawei,Smart Watches,HUA-WGT2R-ER-CON,8100257479,,Dusk Blue,Dusk Blue,5499000,5299000,4%,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_watch_gt_runner_2_dawn_orange_01_n1.webp,https://eraspace.com/erafone/huawei-watch-gt-runner-2,Wearable
Huawei Watch GT Runner 2,Huawei,Smart Watches,HUA-WGT2R-ER-CON,8100257481,,Dawn Orange,Dawn Orange,5499000,5299000,4%,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_watch_gt_runner_2_dawn_orange_01_n1.webp,https://eraspace.com/erafone/huawei-watch-gt-runner-2,Wearable
Huawei Watch GT 6,Huawei,Smart Watches,HUA-WGT6-ER-CON,8100224396,,Purple,"41 mm,Purple",2999000,2799000,7%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_watch_gt6_41mm_purple_01.webp,https://eraspace.com/erafone/huawei-watch-gt-6,Wearable
Huawei Watch GT 6,Huawei,Smart Watches,HUA-WGT6-ER-CON,8100224391,,Green,"46 mm,Green",2999000,2799000,7%,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_watch_gt6_41mm_purple_01.webp,https://eraspace.com/erafone/huawei-watch-gt-6,Wearable
Huawei Watch GT 6,Huawei,Smart Watches,HUA-WGT6-ER-CON,8100224395,,White Leather,"41 mm,White Leather",2999000,2799000,7%,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_watch_gt6_41mm_purple_01.webp,https://eraspace.com/erafone/huawei-watch-gt-6,Wearable
Huawei Watch GT 6,Huawei,Smart Watches,HUA-WGT6-ER-CON,8100224390,,Black,"46 mm,Black",2999000,2799000,7%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_watch_gt6_41mm_purple_01.webp,https://eraspace.com/erafone/huawei-watch-gt-6,Wearable
Samsung Galaxy Watch8,Samsung,Smart Watches,SAM-GW8-ER-CON,8100034557,,Graphite,"40 mm,Graphite",5499000,5499000,,5,Ready,https://cdnpro.eraspace.com/media/catalog/product/g/a/galaxy_watch8_graphite_1_1_2.jpg,https://eraspace.com/erafone/samsung-galaxy-watch8,Wearable
Samsung Galaxy Watch8,Samsung,Smart Watches,SAM-GW8-ER-CON,8100034559,,Graphite,"44 mm,Graphite",5499000,5499000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/g/a/galaxy_watch8_graphite_1_1_2.jpg,https://eraspace.com/erafone/samsung-galaxy-watch8,Wearable
Samsung Galaxy Watch8,Samsung,Smart Watches,SAM-GW8-ER-CON,8100034558,,Silver,"40 mm,Silver",5499000,5499000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/g/a/galaxy_watch8_graphite_1_1_2.jpg,https://eraspace.com/erafone/samsung-galaxy-watch8,Wearable
Samsung Galaxy Watch8,Samsung,Smart Watches,SAM-GW8-ER-CON,8100034560,,Silver,"44 mm,Silver",5499000,5499000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/g/a/galaxy_watch8_graphite_1_1_2.jpg,https://eraspace.com/erafone/samsung-galaxy-watch8,Wearable
Huawei Watch GT 6 Pro,Huawei,Smart Watches,HUA-WGT6P-ER-CON,8100224394,,Titanium,"46 mm,Titanium",4099000,3849000,6%,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/w/a/watch_gt_6_pro_black_1.webp,https://eraspace.com/erafone/huawei-watch-gt-6-pro,Wearable
Huawei Watch GT 6 Pro,Huawei,Smart Watches,HUA-WGT6P-ER-CON,8100224393,,Brown,"46 mm,Brown",4099000,3849000,6%,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/w/a/watch_gt_6_pro_black_1.webp,https://eraspace.com/erafone/huawei-watch-gt-6-pro,Wearable
Huawei Watch GT 6 Pro,Huawei,Smart Watches,HUA-WGT6P-ER-CON,8100224392,,Black,"46 mm,Black",4099000,3849000,6%,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/w/a/watch_gt_6_pro_black_1.webp,https://eraspace.com/erafone/huawei-watch-gt-6-pro,Wearable
Samsung Galaxy Watch8 Classic,Samsung,Smart Watches,SAM-GW8C-ER-CON,8100034561,,Black,"46 mm,Black",6999000,6999000,,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/g/a/galaxy_watch8_classic_white_1_copy_1.jpg,https://eraspace.com/erafone/samsung-galaxy-watch8-classic,Wearable
Samsung Galaxy Watch8 Classic,Samsung,Smart Watches,SAM-GW8C-ER-CON,8100034562,,White,"46 mm,White",6999000,6999000,,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/g/a/galaxy_watch8_classic_white_1_copy_1.jpg,https://eraspace.com/erafone/samsung-galaxy-watch8-classic,Wearable
Huawei Watch Ultimate 2,Huawei,Smart Watches,HUA-WU2-ER-CON,8100248712,,Black,Black,12999000,12999000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_watch_ultimate_2_-_black.webp,https://eraspace.com/erafone/huawei-watch-ultimate-2,Wearable
Huawei Watch Ultimate 2,Huawei,Smart Watches,HUA-WU2-ER-CON,8100249975,,Blue,Blue,12999000,12999000,,2,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_watch_ultimate_2_-_black.webp,https://eraspace.com/erafone/huawei-watch-ultimate-2,Wearable
realme Watch 5,realme,Smart Watches,REA-W5-ER-CON,8100225710,,Titanium Silver,Titanium Silver,799000,749000,6%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_watch_5_blk_1.webp,https://eraspace.com/erafone/realme-watch-5,Wearable
realme Watch 5,realme,Smart Watches,REA-W5-ER-CON,8100225709,,Titanium Black,Titanium Black,799000,749000,6%,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_watch_5_blk_1.webp,https://eraspace.com/erafone/realme-watch-5,Wearable
Huawei Watch Fit 5,Huawei,Smart Watches,HUA-WF5-ER-CON,8100267656,,Silver,Silver,2399000,2199000,8%,1,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_watch_fit_5_black_1__1.webp,https://eraspace.com/erafone/huawei-watch-fit-5,Wearable
Huawei Watch Fit 5,Huawei,Smart Watches,HUA-WF5-ER-CON,8100267653,,White,White,2399000,2199000,8%,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_watch_fit_5_black_1__1.webp,https://eraspace.com/erafone/huawei-watch-fit-5,Wearable
Huawei Watch Fit 5,Huawei,Smart Watches,HUA-WF5-ER-CON,8100267652,,Black,Black,2399000,2199000,8%,6,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_watch_fit_5_black_1__1.webp,https://eraspace.com/erafone/huawei-watch-fit-5,Wearable
Huawei Watch Fit 5,Huawei,Smart Watches,HUA-WF5-ER-CON,8100267654,,Purple,Purple,2399000,2199000,8%,4,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_watch_fit_5_black_1__1.webp,https://eraspace.com/erafone/huawei-watch-fit-5,Wearable
Huawei Watch Fit 5,Huawei,Smart Watches,HUA-WF5-ER-CON,8100267655,,Green,Green,2399000,2199000,8%,3,Ready,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_watch_fit_5_black_1__1.webp,https://eraspace.com/erafone/huawei-watch-fit-5,Wearable
Infinix Xwatch N4 Pro,Infinix,Smart Watches,INF-XWN4-PRO-ER-CON,8100034036,,Grey,Grey,599000,549000,8%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/w/xwatch_n4_pro_black_1.jpg,https://eraspace.com/erafone/infinix-xwatch-n4-pro,Wearable
Infinix Xwatch N4 Pro,Infinix,Smart Watches,INF-XWN4-PRO-ER-CON,8100034035,,Black,Black,599000,549000,8%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/w/xwatch_n4_pro_black_1.jpg,https://eraspace.com/erafone/infinix-xwatch-n4-pro,Wearable
Apple Watch Series 10 with Sport Band,Apple,Smart Watches,WD-AWS10-SB-ER-CON,8100045279,,,"46 mm,M/L,Silver",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_denim_sport_band_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-band,Wearable
Apple Watch Series 10 with Sport Band,Apple,Smart Watches,WD-AWS10-SB-ER-CON,8100153052,,,"42 mm,M/L,Jet Black",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_denim_sport_band_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-band,Wearable
Apple Watch Series 10 with Sport Band,Apple,Smart Watches,WD-AWS10-SB-ER-CON,8100153055,,,"42 mm,M/L,Rose Gold",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_denim_sport_band_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-band,Wearable
Apple Watch Series 10 with Sport Band,Apple,Smart Watches,WD-AWS10-SB-ER-CON,8100153049,,,"42 mm,M/L,Silver",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_denim_sport_band_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-band,Wearable
Apple Watch Series 10 with Sport Band,Apple,Smart Watches,WD-AWS10-SB-ER-CON,8100045282,,,"46 mm,M/L,Jet Black",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_denim_sport_band_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-band,Wearable
Apple Watch Series 10 with Sport Band,Apple,Smart Watches,WD-AWS10-SB-ER-CON,8100045284,,,"46 mm,S/M,Rose Gold",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_denim_sport_band_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-band,Wearable
Apple Watch Series 10 with Sport Band,Apple,Smart Watches,WD-AWS10-SB-ER-CON,8100045281,,,"46 mm,S/M,Jet Black",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_denim_sport_band_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-band,Wearable
Apple Watch Series 10 with Sport Band,Apple,Smart Watches,WD-AWS10-SB-ER-CON,8100153048,,,"42 mm,S/M,Silver",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_denim_sport_band_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-band,Wearable
Apple Watch Series 10 with Sport Band,Apple,Smart Watches,WD-AWS10-SB-ER-CON,8100045278,,,"46 mm,S/M,Silver",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_denim_sport_band_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-band,Wearable
Apple Watch Series 10 with Sport Band,Apple,Smart Watches,WD-AWS10-SB-ER-CON,8100045285,,,"46 mm,M/L,Rose Gold",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_denim_sport_band_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-band,Wearable
Apple Watch Series 10 with Sport Band,Apple,Smart Watches,WD-AWS10-SB-ER-CON,8100153051,,,"42 mm,S/M,Jet Black",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_denim_sport_band_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-band,Wearable
Apple Watch Series 10 with Sport Band,Apple,Smart Watches,WD-AWS10-SB-ER-CON,8100153054,,,"42 mm,S/M,Rose Gold",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_denim_sport_band_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-band,Wearable
Xiaomi Watch 5,Xiaomi,Smart Watches,XIA-WA5-ER-CON,8100251542,,Juniper Green,Juniper Green,4999000,4699000,6%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_watch_5_blk_1.webp,https://eraspace.com/erafone/xiaomi-watch-5,Wearable
Xiaomi Watch 5,Xiaomi,Smart Watches,XIA-WA5-ER-CON,8100251541,,Black,Black,4999000,4699000,6%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_watch_5_blk_1.webp,https://eraspace.com/erafone/xiaomi-watch-5,Wearable
Apple Watch Ultra 3 with Ocean Band,Apple,Smart Watches,AWU3-OB25-ER-CON,8100227199,,,"One Size,Black",14999000,14499000,3%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_ultra_3_gps_cellular_49mm_natural_titanium_case_with_anchor_blue_ocean_band_1.webp,https://eraspace.com/erafone/apple-watch-ultra-3-with-ocean-band,Wearable
Apple Watch Ultra 3 with Ocean Band,Apple,Smart Watches,AWU3-OB25-ER-CON,8100227193,,,"One Size,Natural",14999000,14499000,3%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_ultra_3_gps_cellular_49mm_natural_titanium_case_with_anchor_blue_ocean_band_1.webp,https://eraspace.com/erafone/apple-watch-ultra-3-with-ocean-band,Wearable
Apple Watch Ultra 2 with Trail Loop,Apple,Smart Watches,AWU2-TL24-ER-CON,8100045292,,Natural Titanium,"M/L,Natural Titanium",14999000,10999000,27%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_ultra_2_gps_49mm_cellular_natural_titanium_case_with_blue_trail_loop_01_1.jpg,https://eraspace.com/erafone/apple-watch-ultra-2-with-trail-loop,Wearable
Apple Watch Ultra 2 with Trail Loop,Apple,Smart Watches,AWU2-TL24-ER-CON,8100045291,,Natural Titanium,"S/M,Natural Titanium",14999000,10999000,27%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_ultra_2_gps_49mm_cellular_natural_titanium_case_with_blue_trail_loop_01_1.jpg,https://eraspace.com/erafone/apple-watch-ultra-2-with-trail-loop,Wearable
Xiaomi Smart Band 9 Active,Xiaomi,Smart Watches,XIA-SB-9A-ER-CON,8100225652,,Green,Green,389000,389000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_smart_band_9_active_purple_01.webp,https://eraspace.com/erafone/xiaomi-smart-band-9-active,Wearable
Xiaomi Smart Band 9 Active,Xiaomi,Smart Watches,XIA-SB-9A-ER-CON,8100225651,,Purple,Purple,389000,389000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_smart_band_9_active_purple_01.webp,https://eraspace.com/erafone/xiaomi-smart-band-9-active,Wearable
Huawei Watch Fit 5 Pro,Huawei,Smart Watches,HUA-WF5P-ER-CON,8100267657,,Black,Black,3699000,3399000,8%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_watch_fit_5_pro_black_1_.webp,https://eraspace.com/erafone/huawei-watch-fit-5-pro,Wearable
Huawei Watch Fit 5 Pro,Huawei,Smart Watches,HUA-WF5P-ER-CON,8100267658,,White,White,3699000,3399000,8%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/h/u/huawei_watch_fit_5_pro_black_1_.webp,https://eraspace.com/erafone/huawei-watch-fit-5-pro,Wearable
ADVAN Watch W1E,Advan,Smart Watches,ADV-WW1E-ER-CON,8100250660,,Grey,Grey,399000,399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/d/advan_w1e_blk_1.webp,https://eraspace.com/erafone/advan-watch-w1e,Wearable
ADVAN Watch W1E,Advan,Smart Watches,ADV-WW1E-ER-CON,8100250661,,Orange,Orange,399000,399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/d/advan_w1e_blk_1.webp,https://eraspace.com/erafone/advan-watch-w1e,Wearable
ADVAN Watch W1E,Advan,Smart Watches,ADV-WW1E-ER-CON,8100250659,,Black,Black,399000,399000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/d/advan_w1e_blk_1.webp,https://eraspace.com/erafone/advan-watch-w1e,Wearable
Lamina Neoflex Flexguard,Lamina,Others,LAM-NFG-ER-CON,8100214546,,,Matte,59000,59000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/l/a/lamina_neoflex_flexguard_film_clear_1.webp,https://eraspace.com/erafone/lamina-neoflex-flexguard,Wearable
Lamina Neoflex Flexguard,Lamina,Others,LAM-NFG-ER-CON,8100214545,,,Clear,59000,59000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/l/a/lamina_neoflex_flexguard_film_clear_1.webp,https://eraspace.com/erafone/lamina-neoflex-flexguard,Wearable
Lamina Proflex Flexguard,Lamina,Others,LAM-PFG-ER-CON,8100214544,,,Matte,99000,99000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/l/a/lamina_proflex_flexguard_film_clear_1.webp,https://eraspace.com/erafone/lamina-proflex-flexguard,Wearable
Lamina Proflex Flexguard,Lamina,Others,LAM-PFG-ER-CON,8100214543,,,Clear,99000,99000,,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/l/a/lamina_proflex_flexguard_film_clear_1.webp,https://eraspace.com/erafone/lamina-proflex-flexguard,Wearable
Apple Watch Ultra 2 with Ocean Band,Apple,Smart Watches,AWU2-OB24-ER-CON,8100045294,,Black Titanium,"One Size,Black Titanium",14999000,10999000,27%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_ultra_2_gps_49mm_cellular_natural_titanium_case_with_navy_ocean_band_01.jpg,https://eraspace.com/erafone/apple-watch-ultra-2-with-ocean-band,Wearable
Apple Watch Ultra 2 with Ocean Band,Apple,Smart Watches,AWU2-OB24-ER-CON,8100045287,,Natural Titanium,"One Size,Natural Titanium",14999000,10999000,27%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_ultra_2_gps_49mm_cellular_natural_titanium_case_with_navy_ocean_band_01.jpg,https://eraspace.com/erafone/apple-watch-ultra-2-with-ocean-band,Wearable
Apple Watch Series 10 with Sport Loop,Apple,Smart Watches,WD-AWS10-SL-ER-CON,8100153053,,,"42 mm,Jet Black",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_blue_cloud_sport_loop_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-loop,Wearable
Apple Watch Series 10 with Sport Loop,Apple,Smart Watches,WD-AWS10-SL-ER-CON,8100045280,,,"46 mm,Silver",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_blue_cloud_sport_loop_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-loop,Wearable
Apple Watch Series 10 with Sport Loop,Apple,Smart Watches,WD-AWS10-SL-ER-CON,8100045283,,,"46 mm,Jet Black",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_blue_cloud_sport_loop_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-loop,Wearable
Apple Watch Series 10 with Sport Loop,Apple,Smart Watches,WD-AWS10-SL-ER-CON,8100045277,,,"42 mm,Rose Gold",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_blue_cloud_sport_loop_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-loop,Wearable
Apple Watch Series 10 with Sport Loop,Apple,Smart Watches,WD-AWS10-SL-ER-CON,8100153050,,,"42 mm,Silver",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_blue_cloud_sport_loop_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-loop,Wearable
Apple Watch Series 10 with Sport Loop,Apple,Smart Watches,WD-AWS10-SL-ER-CON,8100045286,,,"46 mm,Rose Gold",7299000,4499000,38%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_series_10_42mm_gps_silver_aluminium_case_with_blue_cloud_sport_loop_1.jpg,https://eraspace.com/erafone/apple-watch-series-10-with-sport-loop,Wearable
Apple Watch SE 2nd generation,Apple,Smart Watches,AWSE-2N24-ER-CON,8100045318,,Silver,"Sport Band (S/M),44 mm,Silver",4499000,2499000,44%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_se_gps_40mm_midnight_aluminium_case_with_midnight_sport_band_gen_2__01_1.jpg,https://eraspace.com/erafone/apple-watch-se-2nd-generation,Wearable
Apple Watch SE 2nd generation,Apple,Smart Watches,AWSE-2N24-ER-CON,8100045313,,Starlight,"Sport Band (M/L),40 mm,Starlight",4499000,2499000,44%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_se_gps_40mm_midnight_aluminium_case_with_midnight_sport_band_gen_2__01_1.jpg,https://eraspace.com/erafone/apple-watch-se-2nd-generation,Wearable
Apple Watch SE 2nd generation,Apple,Smart Watches,AWSE-2N24-ER-CON,8100045308,,Midnight,"Sport Loop,40 mm,Midnight",4499000,2499000,44%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_se_gps_40mm_midnight_aluminium_case_with_midnight_sport_band_gen_2__01_1.jpg,https://eraspace.com/erafone/apple-watch-se-2nd-generation,Wearable
Apple Watch SE 2nd generation,Apple,Smart Watches,AWSE-2N24-ER-CON,8100045321,,Starlight,"Sport Band (S/M),44 mm,Starlight",4499000,2499000,44%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_se_gps_40mm_midnight_aluminium_case_with_midnight_sport_band_gen_2__01_1.jpg,https://eraspace.com/erafone/apple-watch-se-2nd-generation,Wearable
Apple Watch SE 2nd generation,Apple,Smart Watches,AWSE-2N24-ER-CON,8100045319,,Silver,"Sport Band (M/L),44 mm,Silver",4499000,2499000,44%,0,Habis,https://cdnpro.eraspace.com/media/catalog/product/a/p/apple_watch_se_gps_40mm_midnight_aluminium_case_with_midnight_sport_band_gen_2__01_1.jpg,https://eraspace.com/erafone/apple-watch-se-2nd-generation,Wearable
