Brand,Tipe,Nama,Kategori,SKU,Harga_Normal,Harga_Promo,Stok,Link_Gambar,Link_Produk
Incipio,Incipio iPhone 14 Pro Max Idol,Incipio iPhone 14 Pro Max Idol - Black Clear,Mobile Accessories,8100073943,599000,599000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/incipio_iphone_14_pro_max_idol_black_clear_1_1.jpg,https://eraspace.com/erafone/incipio-iphone-14-pro-max-idol-black-clear-ib
Incipio,Incipio iPhone 14 Pro Max MagSafe,Incipio iPhone 14 Pro Max MagSafe - Clear,Mobile Accessories,8100073955,699000,699000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/incipio_iphone_14_pro_max_magsafe_clear1_1.jpg,https://eraspace.com/erafone/incipio-iphone-14-pro-max-magsafe-clear-ib
Infinix,"Infinix 43"" X5L Smart FHD TV","Infinix 43"" X5L Smart FHD TV",Consumer Electronics,8100230665,2899000,2899000,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_43_x5l_1.webp,https://eraspace.com/erafone/infinix-43-x5l-smart-fhd-tv
Infinix,Infinix Charger Kit XC07 Gan 68W Charger + Cable,Infinix Charger Kit XC07 Gan 68W Charger + Cable - Green,Mobile Accessories,8100044170,259000,259000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_charger_kit_xc07_gan_68w_charger_cable_green_01.jpg,https://eraspace.com/erafone/infinix-charger-kit-xc07-gan-68w-charger-cable-green
Infinix,Infinix Charger Kit XC07 Gan 68W Charger + Cable,Infinix Charger Kit XC07 Gan 68W Charger + Cable - White,Mobile Accessories,8100044169,259000,259000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_charger_kit_xc07_gan_68w_charger_cable_white_01.jpg,https://eraspace.com/erafone/infinix-charger-kit-xc07-gan-68w-charger-cable-white
Infinix,Infinix Charger Kit XC20,Infinix Charger Kit XC20 - White,Mobile Accessories,8100228592,89000,89000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xc20_1.webp,https://eraspace.com/erafone/infinix-charger-kit-xc20-white
Infinix,Infinix Charger XC33,Infinix Charger XC33 - White,Mobile Accessories,8100235564,129000,129000,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_charger_xc33_white_1.webp,https://eraspace.com/erafone/infinix-charger-xc33-white
Infinix,Infinix GT 30,Infinix GT 30,Smartphone,INF-GT30-ER-CON,3799000,3799000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_gt_30_cyber_blue_01.webp,https://eraspace.com/erafone/infinix-gt-30
Infinix,Infinix GT 30 Pro,Infinix GT 30 Pro 12/512GB - Blade White,Smartphone,8100044120,4699000,4699000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_gt_30_pro_blade_white_01_1.jpg,https://eraspace.com/erafone/infinix-gt-30-pro-12-512gb-blade-white
Infinix,Infinix GT 30 Pro,Infinix GT 30 Pro 12/512GB - Grey,Smartphone,8100044121,4699000,4699000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_gt_30_pro_grey_01_1.jpg,https://eraspace.com/erafone/infinix-gt-30-pro-12-512gb-grey
Infinix,Infinix GT 30 Pro,Infinix GT 30 Pro 8/256GB - Blade White,Smartphone,8100044117,3999000,3999000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_gt_30_pro_blade_white_01.jpg,https://eraspace.com/erafone/infinix-gt-30-pro-8-256gb-blade-white
Infinix,Infinix GT 30 Pro,Infinix GT 30 Pro 8/256GB - Grey,Smartphone,8100044118,3999000,3999000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_gt_30_pro_grey_01.jpg,https://eraspace.com/erafone/infinix-gt-30-pro-8-256gb-grey
Infinix,Infinix GT 50 Pro,Infinix GT 50 Pro,Smartphone,INF-GT50P-ER-CON,6999000,6999000,1,https://cdnpro.eraspace.com/media/catalog/product/g/t/gt_50_pro_black_1.webp,https://eraspace.com/erafone/infinix-gt-50-pro
Infinix,Infinix GT Watch 5 Pro,Infinix GT Watch 5 Pro,Wearable,INF-GTW5-PRO-ER-CON,799000,799000,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_gt_watch_5_pro_xw5gt_black_2_.webp,https://eraspace.com/erafone/infinix-gt-watch-5-pro
Infinix,Infinix GT20 Pro,Infinix GT20 Pro 8/256GB - Mecha Orange,Smartphone,8100147777,3999000,3999000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_gt20_pro_mecha_orange_1.jpg,https://eraspace.com/erafone/infinix-gt20-pro-8-256gb-mecha-orange
Infinix,Infinix GT20 Pro,Infinix GT20 Pro 8/256GB - Mecha Silver,Smartphone,8100147778,3999000,3999000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_gt20_pro_mecha_silver_1.jpg,https://eraspace.com/erafone/infinix-gt20-pro-8-256gb-mecha-silver
Infinix,Infinix Hot 30i,Infinix Hot 30i 8/128GB - Diamond White,Smartphone,8100103389,1499000,1499000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_30i_white_1.jpg,https://eraspace.com/erafone/infinix-hot-30i-8-128gb-diamond-white
Infinix,Infinix Hot 40 Pro,Infinix Hot 40 Pro 12/256GB - Horizon Gold,Smartphone,8100146701,2199000,2199000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40_pro_horizon_gold_1_1.jpg,https://eraspace.com/erafone/infinix-hot-40-pro-12-256-gb-horizon-gold
Infinix,Infinix Hot 40 Pro,Infinix Hot 40 Pro 12/256GB - Palm Blue,Smartphone,8100146702,2199000,2199000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40_pro_palm_blue_1_1.jpg,https://eraspace.com/erafone/infinix-hot-40-pro-12-256-gb-palm-blue
Infinix,Infinix Hot 40 Pro,Infinix Hot 40 Pro 12/256GB - Starfall Green,Smartphone,8100146703,2199000,2199000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40_pro_starfall_green_1_1.jpg,https://eraspace.com/erafone/infinix-hot-40-pro-12-256-gb-starfall-green
Infinix,Infinix Hot 40 Pro,Infinix Hot 40 Pro 12/256GB - Starlit Black,Smartphone,8100146700,2199000,2199000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40_pro_starlit_black_1_1.jpg,https://eraspace.com/erafone/infinix-hot-40-pro-12-256-gb-starlit-black
Infinix,Infinix Hot 40 Pro,Infinix Hot 40 Pro 8/256GB - Starlit Black,Smartphone,8100139974,1999000,1999000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40_pro_starlit_black_1.jpg,https://eraspace.com/erafone/infinix-hot-40-pro-8-256-gb-starlit-black
Infinix,Infinix Hot 40 Pro 8/256,Infinix Hot 40 Pro 8/256 - Horizon Gold,Smartphone,8100139975,1999000,1999000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40_pro_horizon_gold_1.jpg,https://eraspace.com/erafone/infinix-hot-40-pro-8-256-gb-horizon-gold
Infinix,Infinix Hot 40 Pro 8/256,Infinix Hot 40 Pro 8/256 - Palm Blue,Smartphone,8100139976,1999000,1999000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40_pro_palm_blue_1.jpg,https://eraspace.com/erafone/infinix-hot-40-pro-8-256-gb-palm-blue
Infinix,Infinix Hot 40 Pro 8/256,Infinix Hot 40 Pro 8/256 - Palm Blue,Smartphone,8100139976,1999000,1999000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40_pro_palm_blue_1.jpg,https://eraspace.com/erafone/infinix-hot-40-pro-8-256-gb-palm-blue
Infinix,Infinix Hot 40i,Infinix Hot 40i 8/256GB - Palm Blue,Smartphone,8100139972,1699000,1699000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40i_palm_blue_1.jpg,https://eraspace.com/erafone/infinix-hot-40i-8-256-gb-palm-blue
Infinix,Infinix Hot 40i,Infinix Hot 40i 8/256GB - Starfall Green,Smartphone,8100139973,1699000,1699000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40i_starfall_green_1.jpg,https://eraspace.com/erafone/infinix-hot-40i-8-256-gb-starfall-green
Infinix,Infinix Hot 40i,Infinix Hot 40i 8/256GB - Starfall Green,Smartphone,8100139973,1699000,1699000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40i_starfall_green_1.jpg,https://eraspace.com/erafone/infinix-hot-40i-8-256-gb-starfall-green
Infinix,Infinix Hot 40i 8/256,Infinix Hot 40i 8/256 - Horizon Gold,Smartphone,8100139971,1699000,1699000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40i_horizon_gold_1.jpg,https://eraspace.com/erafone/infinix-hot-40i-8-256-gb-horizon-gold
Infinix,Infinix Hot 40i 8/256,Infinix Hot 40i 8/256 - Starlit Black,Smartphone,8100139970,1699000,1699000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_40i_starlit_black_1.jpg,https://eraspace.com/erafone/infinix-hot-40i-8-256-gb-starlit-black
Infinix,Infinix Hot 50,Infinix Hot 50 6/256GB - Black,Smartphone,8100124990,1799000,1799000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-black_01.jpg,https://eraspace.com/erafone/infinix-hot-50-6-256gb-black
Infinix,Infinix Hot 50,Infinix Hot 50 6/256GB - Green,Smartphone,8100124994,1799000,1799000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-green_01.jpg,https://eraspace.com/erafone/infinix-hot-50-6-256gb-green
Infinix,Infinix Hot 50,Infinix Hot 50 6/256GB - Grey,Smartphone,8100124992,1799000,1799000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-grey_01.jpg,https://eraspace.com/erafone/infinix-hot-50-6-256gb-grey
Infinix,Infinix Hot 50,Infinix Hot 50 6/256GB - Purple,Smartphone,8100046170,1799000,1799000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_purple_1.jpg,https://eraspace.com/erafone/infinix-hot-50-6-256gb-purple
Infinix,Infinix Hot 50 Pro,Infinix Hot 50 Pro 8/256GB - Black,Smartphone,8100177497,2199000,2199000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_sleek_black_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-8-256gb-black
Infinix,Infinix Hot 50 Pro,Infinix Hot 50 Pro 8/256GB - Blue,Smartphone,8100177499,2199000,2199000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_glacier_blue_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-8-256gb-blue
Infinix,Infinix Hot 50 Pro,Infinix Hot 50 Pro 8/256GB - Pink,Smartphone,8100177503,2199000,2199000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_blossom_pink_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-8-256gb-pink
Infinix,Infinix Hot 50 Pro,Infinix Hot 50 Pro 8/256GB - Purple,Smartphone,8100177501,2199000,2199000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_dreamy_purple_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-8-256gb-purple
Infinix,Infinix Hot 50 Pro+,Infinix Hot 50 Pro+ 8/256GB - Green,Smartphone,8100015363,2599000,2599000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_plus_green_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-plus-8-256gb-green
Infinix,Infinix Hot 50 Pro+,Infinix Hot 50 Pro+ 8/256GB - Pink,Smartphone,8100015385,2599000,2599000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_plus_pink_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-plus-8-256gb-pink
Infinix,Infinix Hot 50 Pro+,Infinix Hot 50 Pro+ 8/256GB - Red,Smartphone,8100015369,2599000,2599000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_plus_red_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-plus-8-256gb-red
Infinix,Infinix Hot 50 Pro+ Black,Infinix Hot 50 Pro+ 8/256GB Black,Smartphone,8100124996,2599000,2599000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_black_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-plus-8-256gb-black
Infinix,Infinix Hot 50 Pro+ Grey,Infinix Hot 50 Pro+ 8/256GB Grey,Smartphone,8100124998,2599000,2599000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_grey_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-plus-8-256gb-grey
Infinix,Infinix Hot 50 Pro+ Purple,Infinix Hot 50 Pro+ 8/256GB Purple,Smartphone,8100125000,2599000,2599000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_purple_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-plus-8-256gb-purple
Infinix,Infinix Hot 50 Pro ,Infinix Hot 50 Pro 8/256GB - Grey,Smartphone,8100170961,2199000,2199000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_titanium_grey_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-8-256gb-grey
Infinix,Infinix Hot 50i,Infinix Hot 50i 6/128GB - Sleek Black,Smartphone,8100019180,1499000,1499000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50i_black_1.jpg,https://eraspace.com/erafone/infinix-hot-50i-6-128gb-sleek-black
Infinix,Infinix Hot 50i,Infinix Hot 50i 6/128GB - Sleek Titanium Grey,Smartphone,8100019182,1499000,1499000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50i_grey_1.jpg,https://eraspace.com/erafone/infinix-hot-50i-6-128gb-sleek-titanium-grey
Infinix,Infinix Hot 50i 6/128,Infinix Hot 50i 6/128 - Sleek Sage Green,Smartphone,8100019184,1499000,1499000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50i_sage_green_1.jpg,https://eraspace.com/erafone/infinix-hot-50i-6-128gb-sleek-sage-green
Infinix,Infinix Hot 50i 6/128,Infinix Hot 50i 6/128 - Sleek Sage Green,Smartphone,8100019184,1499000,1499000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50i_sage_green_1.jpg,https://eraspace.com/erafone/infinix-hot-50i-6-128gb-sleek-sage-green
Infinix,Infinix Hot 60 Pro,Infinix Hot 60 Pro,Smartphone,INF-H60P-ER-CON,3299000,3299000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_pro_black_01.jpg,https://eraspace.com/erafone/infinix-hot-60-pro
Infinix,Infinix Hot 60 Pro+,Infinix Hot 60 Pro+,Smartphone,INF-H60PP-ER-CON,3499000,3499000,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60_plus_black_1.jpg,https://eraspace.com/erafone/infinix-hot-60-pro-plus
Infinix,Infinix Hot 60i,Infinix Hot 60i,Smartphone,INF-H60I-ER-CON,2799000,2799000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_60i_black_01.jpg,https://eraspace.com/erafone/infinix-hot-60i
Infinix,Infinix Hot 70,Infinix Hot 70,Smartphone,INF-H70-ER-CON,2699000,2699000,1,https://cdnpro.eraspace.com/media/catalog/product/h/o/hot_70_slv_1_2.webp,https://eraspace.com/erafone/infinix-hot-70
Infinix,Infinix Magpower 5 XP06 Wireless Powerbank,Infinix Magpower 5 XP06 Wireless Powerbank,Mobile Accessories,8100044171,249000,209000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_magpower_5_1.webp,https://eraspace.com/erafone/infinix-magpower-5-xp06-wireless-powerbank
Infinix,Infinix Note 40 4G,Infinix Note 40 4G 8/256GB - Black,Smartphone,8100143241,2399000,2399000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_40_4g_black_1.jpg,https://eraspace.com/erafone/infinix-note-40-4g-8-256gb-black
Infinix,Infinix Note 40 4G,Infinix Note 40 4G 8/256GB - Black,Smartphone,8100143241,2399000,2399000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_40_4g_black_1.jpg,https://eraspace.com/erafone/infinix-note-40-4g-8-256gb-black
Infinix,Infinix Note 40 Pro 4G,Infinix Note 40 Pro 4G,Smartphone,INF-N40P-4G-ER-CON,3499000,3499000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-note-40-pro-green_1.jpg,https://eraspace.com/erafone/infinix-note-40-pro-4g
Infinix,Infinix Note 40 Pro 5G,Infinix Note 40 Pro 5G,Smartphone,INF-N40P-5G-ER-CON,3499000,3499000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-note-40-pro-plus-black_1_1.jpg,https://eraspace.com/erafone/infinix-note-40-pro-5g
Infinix,Infinix Note 40 Pro+ 5G,Infinix Note 40 Pro+ 5G,Smartphone,INF-N40PP-5G-ER-CON,3699000,3699000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-note-40-pro-plus-black_1.jpg,https://eraspace.com/erafone/infinix-note-40-pro-plus-5g
Infinix,Infinix Note 40S,Infinix Note 40S 8/256GB - Black,Smartphone,8100008088,2899000,2899000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_40s_black_1.jpg,https://eraspace.com/erafone/infinix-note-40s-8-256-gb-black
Infinix,Infinix Note 40S,Infinix Note 40S 8/256GB - Green,Smartphone,8100008089,2899000,2899000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_40s_green_1.jpg,https://eraspace.com/erafone/infinix-note-40s-8-256-gb-green
Infinix,Infinix Note 50 4G,Infinix Note 50 4G 8/256GB - Black,Smartphone,8100046171,2799000,2799000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_50_4g_black_1.jpg,https://eraspace.com/erafone/infinix-note-50-4g-8-256gb-black
Infinix,Infinix Note 50 4G,Infinix Note 50 4G 8/256GB - Gray,Smartphone,8100046164,2799000,2799000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_50_4g_gray_1.jpg,https://eraspace.com/erafone/infinix-note-50-4g-8-256gb-gray
Infinix,Infinix Note 50 4G,Infinix Note 50 4G 8/256GB - Red,Smartphone,8100046163,2799000,2799000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_50_4g_red_1.jpg,https://eraspace.com/erafone/infinix-note-50-4g-8-256gb-red
Infinix,Infinix Note 50 4G,Infinix Note 50 4G 8/256GB - Red,Smartphone,8100046163,2799000,2799000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_50_4g_red_1.jpg,https://eraspace.com/erafone/infinix-note-50-4g-8-256gb-red
Infinix,Infinix Note 50 4G,Infinix Note 50 4G 8/256GB - Shade,Smartphone,8100046165,2799000,2799000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_50_4g_shade_1.jpg,https://eraspace.com/erafone/infinix-note-50-4g-8-256gb-shade
Infinix,Infinix Note 60 5G,Infinix Note 60 5G,Smartphone,INF-N60-5G-ER-CON,4699000,4699000,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_60_5g_titanium_01.webp,https://eraspace.com/erafone/infinix-note-60-5g
Infinix,Infinix Note 60 Pro 5G,Infinix Note 60 Pro 5G,Smartphone,INF-N60P-5G-ER-CON,5499000,5499000,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_60_pro_5g_orange_1.webp,https://eraspace.com/erafone/infinix-note-60-pro-5g
Infinix,Infinix Note 60 Ultra,Infinix Note 60 Ultra,Smartphone,INF-N60U-ER-CON,11999000,11999000,1,https://cdnpro.eraspace.com/media/catalog/product/n/o/note_60_ultra_red_1.webp,https://eraspace.com/erafone/infinix-note-60-ultra
Infinix,Infinix Note Edge 5G,Infinix Note Edge 5G,Smartphone,INF-NE5G-ER-CON,3799000,3799000,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_note_edge_5g_black_01_1.webp,https://eraspace.com/erafone/infinix-note-edge-5g
Infinix,Infinix Powerbank GT Power 20 GT,Infinix Powerbank GT Power 20 GT,Mobile Accessories,8100034019,399000,399000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_powerbank_gt_power_20_gt_01.jpg,https://eraspace.com/erafone/infinix-powerbank-gt-power-20-gt
Infinix,Infinix Smart 10,Infinix Smart 10,Smartphone,INF-S10-ER-CON,1399000,1399000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_10_black_1.jpg,https://eraspace.com/erafone/infinix-smart-10
Infinix,Infinix Smart 10 Plus,Infinix Smart 10 Plus,Smartphone,INF-S10P-ER-CON,1599000,1599000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_10_plus_black_01.jpg,https://eraspace.com/erafone/infinix-smart-10-plus
Infinix,Infinix Smart 20,Infinix Smart 20,Smartphone,INF-S20-ER-CON,1849000,1849000,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_20_black_01.webp,https://eraspace.com/erafone/infinix-smart-20
Infinix,Infinix Smart 9,Infinix Smart 9 4/128GB - Metallic Black,Smartphone,8100023215,1249000,1249000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_9_metallic_black_01.jpg,https://eraspace.com/erafone/infinix-smart-9-4-128gb-metallic-black
Infinix,Infinix Smart 9,Infinix Smart 9 4/128GB - Mint Green,Smartphone,8100023219,1249000,1249000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_9_mint_green_01.jpg,https://eraspace.com/erafone/infinix-smart-9-4-128gb-mint-green
Infinix,Infinix Smart 9,Infinix Smart 9 4/128GB - Neo Titanium,Smartphone,8100023217,1249000,1249000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_9_neo_titanium_01.jpg,https://eraspace.com/erafone/infinix-smart-9-4-128gb-neo-titanium
Infinix,Infinix Smart 9,Infinix Smart 9 4/128GB - Sandstone Gold,Smartphone,8100023221,1249000,1249000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_smart_9_sandstone_gold_01.jpg,https://eraspace.com/erafone/infinix-smart-9-4-128gb-sandstone-gold
Infinix,Infinix Smart 9 HD,Infinix Smart 9 HD,Smartphone,INF-S9HD-ER-CON,1149000,1149000,0,https://cdnpro.eraspace.com/media/catalog/product/s/m/smartphone-infinix-smart-9-hd-4gb-64gb-black-1.webp,https://eraspace.com/erafone/infinix-smart-9-hd
Infinix,Infinix TV X5 Smart FHD,Infinix TV X5 Smart FHD,Consumer Electronics,INF-X5TV-ER-CON,2499000,2499000,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_tv_x5_1_1.webp,https://eraspace.com/erafone/infinix-tv-x5-smart-fhd
Infinix,Infinix TWS Earphone XE30,Infinix TWS Earphone XE30 - Black,Audio,8100060159,209000,179000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_tws_earphone_xe30_black_01.jpg,https://eraspace.com/erafone/infinix-tws-earphone-xe30-black
Infinix,Infinix TWS Z Clip XE04,Infinix TWS Z Clip XE04,Audio,INF-ZC-XE04-ER-CON,319000,289000,0,https://cdnpro.eraspace.com/media/catalog/product/i/f/ifx_tws_zclip_xe04_-_white.jpg,https://eraspace.com/erafone/infinix-tws-z-clip-xe04
Infinix,Infinix XC05 Charger Kit,Infinix XC05 Charger Kit,Mobile Accessories,8100014715,69000,55000,0,https://cdnpro.eraspace.com/media/catalog/product/c/h/charger_xc05.jpg,https://eraspace.com/erafone/infinix-xc05-charger-kit
Infinix,Infinix XC06 Charger Kit,Infinix XC06 Charger Kit,Mobile Accessories,8100014716,119000,85000,0,https://cdnpro.eraspace.com/media/catalog/product/c/h/charger_xc06.jpg,https://eraspace.com/erafone/infinix-xc06-charger-kit
Infinix,Infinix XPAD 20,Infinix XPAD 20,Tablet,INF-XPAD-20-ER-CON,2699000,2699000,0,https://cdnpro.eraspace.com/media/catalog/product/x/p/xpad_20_grey_1.jpg,https://eraspace.com/erafone/infinix-xpad-20
Infinix,Infinix XPAD 20 Pro,Infinix XPAD 20 Pro,Tablet,INF-XPD20P-ER-CON,4199000,4199000,0,https://cdnpro.eraspace.com/media/catalog/product/x/p/xpad_20_grey_1.webp,https://eraspace.com/erafone/infinix-xpad-20-pro
Infinix,Infinix XPAD 30E 4G,Infinix XPAD 30E 4G,Tablet,INF-X30E4G-ER-CON,2499000,2499000,1,https://cdnpro.eraspace.com/media/catalog/product/i/n/inf_xpad_30e_purple_1.webp,https://eraspace.com/erafone/infinix-xpad-30e-4g
Infinix,Infinix XPAD 4G,Infinix XPAD 4G 4/256GB - Blue,Tablet,8100177507,2299000,2299000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_wifi_blue_1_1_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-4-256gb-blue
Infinix,Infinix XPAD 4G,Infinix XPAD 4G 4/256GB - Gold,Tablet,8100177509,2299000,2299000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_wifi_gold_1_1_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-4-256gb-gold
Infinix,Infinix XPAD 4G,Infinix XPAD 4G 4/256GB - Grey,Tablet,8100177505,2299000,2299000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_wifi_grey_1_1_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-4-256gb-grey
Infinix,Infinix XPAD 4G,Infinix XPAD 4G 8/256GB - Blue,Tablet,8100130895,2499000,2499000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_wifi_blue_1_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-8-256gb-blue
Infinix,Infinix XPAD 4G,Infinix XPAD 4G 8/256GB - Gold,Tablet,8100130896,2499000,2499000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_wifi_gold_1_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-8-256gb-gold
Infinix,Infinix XPAD 4G,Infinix XPAD 4G 8/256GB - Gold + Flip Cover,Tablet,8100194776,2499000,2499000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_4g_gold_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-8-256gb-gold-plus-flip-cover
Infinix,Infinix XPAD 4G,Infinix XPAD 4G 8/256GB - Grey,Tablet,8100130894,2499000,2499000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_wifi_grey_1_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-8-256gb-grey
Infinix,Infinix XPAD 4G,Infinix XPAD 4G 8/256GB - Grey + Flip Cover,Tablet,8100194772,2499000,2499000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_4g_grey_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-8-256gb-grey-plus-flip-cover
Infinix,Infinix XPAD 4G 8/256 Blue + Flip Cover,Infinix XPAD 4G 8/256 Blue + Flip Cover,Tablet,8100194774,2499000,2499000,0,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_xpad_4g_blue_1.jpg,https://eraspace.com/erafone/infinix-xpad-4g-8-256gb-blue-plus-flip-cover
