Nama,Brand,Tipe_Produk,SKU_Induk,Link_Gambar,Link_Produk,Varian,Kapasitas,Warna,SKU_Varian,Harga_Normal,Harga_Promo,Stok_Qty,Status_Stok,Image_Count,Image_URLs
realme Note 60 6/128GB - Marble Black,realme,Smartphones,8100020201,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_60_marble_black_1_1.jpg,https://eraspace.com/erafone/realme-note-60-6-128-gb-marble-black,-,-,-,8100020201,1499000,1499000,0,Habis,9,"https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_60_marble_black_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_60_marble_black_2_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_60_marble_black_3_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_60_marble_black_4_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_60_marble_black_5_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_60_marble_black_6_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_60_marble_black_7_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_60_marble_black_8_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_note_60_marble_black_9_1.jpg"
vivo V40 5G 12/256GB - Chrome Purple,vivo,Smartphones,8100021118,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_5g_chrome_purple_1.jpg,https://eraspace.com/erafone/vivo-v40-5g-12-256-gb-chrome-purple,-,-,-,8100021118,6999000,6999000,0,Habis,11,"https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_5g_chrome_purple_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_5g_chrome_purple_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_5g_chrome_purple_3.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_5g_chrome_purple_4.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_5g_chrome_purple_5.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_5g_chrome_purple_6.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_5g_chrome_purple_7.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_5g_chrome_purple_8.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_5g_chrome_purple_9.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_5g_chrome_purple_10.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_5g_chrome_purple_11.jpg"
Xiaomi Redmi 14C 8/256GB - Starry Blue,Xiaomi,Smartphones,8100082553,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_14c_starry_blue_1_1.jpg,https://eraspace.com/erafone/xiaomi-redmi-14c-8-256gb-starry-blue,-,-,-,8100082553,1599000,1599000,0,Habis,11,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_14c_starry_blue_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_14c_starry_blue_2_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_14c_starry_blue_3_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_14c_starry_blue_4_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_14c_starry_blue_5_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_14c_starry_blue_6_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_14c_starry_blue_7_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_14c_starry_blue_8_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_14c_starry_blue_9_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_14c_starry_blue_10_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_redmi_14c_starry_blue_11_1.jpg"
Infinix Hot 50 6/256GB - Black,Infinix,Smartphones,8100124990,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-black_01.jpg,https://eraspace.com/erafone/infinix-hot-50-6-256gb-black,-,-,-,8100124990,1799000,1799000,0,Habis,9,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-black_01.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-black_02.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-black_03.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-black_04.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-black_05.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-black_06.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-black_07.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-black_08.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-black_09.jpg"
vivo V40 Lite 5G 12/512GB Black,vivo,Smartphones,8100017752,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_lite_5g_black_1.jpg,https://eraspace.com/erafone/vivo-v40-lite-5g-12-512gb-black,-,-,-,8100017752,5299000,5299000,0,Habis,7,"https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_lite_5g_black_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_lite_5g_black_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_lite_5g_black_3.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_lite_5g_black_4.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_lite_5g_black_5.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_lite_5g_black_6.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v40_lite_5g_black_7.jpg"
Infinix Hot 50 6/256GB - Green,Infinix,Smartphones,8100124994,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-green_01.jpg,https://eraspace.com/erafone/infinix-hot-50-6-256gb-green,-,-,-,8100124994,1799000,1799000,0,Habis,9,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-green_01.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-green_02.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-green_03.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-green_04.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-green_05.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-green_06.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-green_07.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-green_08.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix-hot-50-green_09.jpg"
realme 13+ 5G 12/256GB - Dark Purple,realme,Smartphones,8100026430,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_13_5g_dark_purple_1_1.jpg,https://eraspace.com/erafone/realme-13-plus-5g-12-256-gb-dark-purple-real,-,-,-,8100026430,3699000,3699000,0,Habis,9,"https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_13_5g_dark_purple_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_13_5g_dark_purple_2_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_13_5g_dark_purple_3_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_13_5g_dark_purple_4_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_13_5g_dark_purple_5_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_13_5g_dark_purple_6_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_13_5g_dark_purple_7_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_13_5g_dark_purple_8_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_13_5g_dark_purple_9_1.jpg"
Infinix Hot 50i 6/128GB - Sleek Black,Infinix,Smartphones,8100019180,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50i_black_1.jpg,https://eraspace.com/erafone/infinix-hot-50i-6-128gb-sleek-black,-,-,-,8100019180,1499000,1499000,0,Habis,7,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50i_black_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50i_black_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50i_black_3.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50i_black_4.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50i_black_5.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50i_black_6.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50i_black_7.jpg"
Infinix Hot 50 Pro+ 8/256GB Purple,Infinix,Smartphones,8100125000,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_purple_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-plus-8-256gb-purple,-,-,-,8100125000,2599000,2599000,0,Habis,7,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_purple_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_purple_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_purple_3.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_purple_4.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_purple_5.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_purple_6.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_purple_7.jpg"
vivo X200 Pro 16/512GB - Black,vivo,Smartphones,8100107950,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_x200_pro_black_1_1.jpg,https://eraspace.com/erafone/vivo-x200-pro-16-512gb-black-real,-,-,-,8100107950,17999000,17999000,0,Habis,10,"https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_x200_pro_black_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_x200_pro_black_2_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_x200_pro_black_3_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_x200_pro_black_4_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_x200_pro_black_5_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_x200_pro_black_6_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_x200_pro_black_7_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_x200_pro_black_8_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_x200_pro_black_9_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_x200_pro_black_10_1.jpg"
Infinix Hot 50 Pro 8/256GB - Blue,Infinix,Smartphones,8100177499,https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_glacier_blue_1.jpg,https://eraspace.com/erafone/infinix-hot-50-pro-8-256gb-blue,-,-,-,8100177499,2199000,2199000,0,Habis,7,"https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_glacier_blue_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_glacier_blue_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_glacier_blue_3.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_glacier_blue_4.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_glacier_blue_5.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_glacier_blue_6.jpg, https://cdnpro.eraspace.com/media/catalog/product/i/n/infinix_hot_50_pro_glacier_blue_7.jpg"
Tecno Spark 30C 8/256GB - Black,Tecno,Smartphones,8100046956,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30c_black_01_1.jpg,https://eraspace.com/erafone/tecno-spark-30c-8-256gb-black,-,-,-,8100046956,1699000,1699000,0,Habis,7,"https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30c_black_01_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30c_black_02_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30c_black_03_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30c_black_04_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30c_black_05_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30c_black_06_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30c_black_07_1.jpg"
OPPO A38 6/128GB - Glowing Black,OPPO,Smartphones,8100139504,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a38_black_1_1.jpg,https://eraspace.com/erafone/oppo-a38-6-128gb-glowing-black,-,-,-,8100139504,2099000,2099000,0,Habis,9,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a38_black_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a38_black_2_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a38_black_3_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a38_black_4_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a38_black_5_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a38_black_6_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a38_black_7_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a38_black_8_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a38_black_9_1.jpg"
Tecno Spark 30 Pro 8/256GB - Optimus,Tecno,Smartphones,8100048390,https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30pro_optimus_1_2_1.jpg,https://eraspace.com/erafone/tecno-spark-30-pro-8-256gb-optimus,-,-,-,8100048390,2299000,2299000,0,Habis,9,"https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30pro_optimus_1_2_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30pro_optimus_2_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30pro_optimus_3_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30pro_optimus_4_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30pro_optimus_5_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30pro_optimus_6_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30pro_optimus_7_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30pro_optimus_8_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/t/e/tecno_spark_30pro_optimus_9_1_1.jpg"
OPPO A5 Pro 8/256GB - Olive Green,OPPO,Smartphones,8100027596,https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a5_pro_olive_green_1.jpg,https://eraspace.com/erafone/oppo-a5-pro-8-256gb-olive-green,-,-,-,8100027596,3499000,3499000,0,Habis,8,"https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a5_pro_olive_green_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a5_pro_olive_green_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a5_pro_olive_green_3.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a5_pro_olive_green_4.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a5_pro_olive_green_5.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a5_pro_olive_green_6.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a5_pro_olive_green_7.jpg, https://cdnpro.eraspace.com/media/catalog/product/o/p/oppo_a5_pro_olive_green_8.jpg"
Asus ROG Phone 9 FE 12/256GB - Phantom Black,ASUS,Smartphones,8100089398,https://cdnpro.eraspace.com/media/catalog/product/a/s/asus_rog_phone_9_fe_black_01.jpg,https://eraspace.com/erafone/asus-rog-phone-9-fe-12-256gb-phantom-black,-,-,-,8100089398,6999000,6999000,0,Habis,9,"https://cdnpro.eraspace.com/media/catalog/product/a/s/asus_rog_phone_9_fe_black_01.jpg, https://cdnpro.eraspace.com/media/catalog/product/a/s/asus_rog_phone_9_fe_black_02.jpg, https://cdnpro.eraspace.com/media/catalog/product/a/s/asus_rog_phone_9_fe_black_03.jpg, https://cdnpro.eraspace.com/media/catalog/product/a/s/asus_rog_phone_9_fe_black_04.jpg, https://cdnpro.eraspace.com/media/catalog/product/a/s/asus_rog_phone_9_fe_black_05.jpg, https://cdnpro.eraspace.com/media/catalog/product/a/s/asus_rog_phone_9_fe_black_06.jpg, https://cdnpro.eraspace.com/media/catalog/product/a/s/asus_rog_phone_9_fe_black_07.jpg, https://cdnpro.eraspace.com/media/catalog/product/a/s/asus_rog_phone_9_fe_black_08.jpg, https://cdnpro.eraspace.com/media/catalog/product/a/s/asus_rog_phone_9_fe_black_09.jpg"
Samsung Galaxy A06 6/128GB - Light Blue,Samsung,Smartphones,8100028528,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_light_blue_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-a06-6-128gb-light-blue,-,-,-,8100028528,1799000,1799000,0,Habis,9,"https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_light_blue_1_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_light_blue_2_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_light_blue_3_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_light_blue_4_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_light_blue_5_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_light_blue_6_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_light_blue_7_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_light_blue_8_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_light_blue_9_1_1.jpg"
realme C75x 8/128GB - Oceanic Blue,realme,Smartphones,8100119690,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c75x_oceanic_blue_1.jpg,https://eraspace.com/erafone/realme-c75x-8-128gb-oceanic-blue,-,-,-,8100119690,2199000,2199000,0,Habis,9,"https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c75x_oceanic_blue_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c75x_oceanic_blue_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c75x_oceanic_blue_3.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c75x_oceanic_blue_4.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c75x_oceanic_blue_5.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c75x_oceanic_blue_6.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c75x_oceanic_blue_7.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c75x_oceanic_blue_8.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_c75x_oceanic_blue_9.jpg"
Samsung Galaxy A06 6/128GB - Blue Black,Samsung,Smartphones,8100028530,https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_black_1_1_1.jpg,https://eraspace.com/erafone/samsung-galaxy-a06-6-128gb-blue-black,-,-,-,8100028530,1799000,1799000,0,Habis,9,"https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_black_1_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_black_2_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_black_3_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_black_4_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_black_5_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_black_6_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_black_7_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_black_8_1_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/s/a/samsung_galaxy_a06_black_9_1_1.jpg"
Xiaomi 15 12/512GB - White,Xiaomi,Smartphones,8100027627,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_white_01_1.jpg,https://eraspace.com/erafone/xiaomi-15-12-512gb-white,-,-,-,8100027627,12999000,12999000,0,Habis,9,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_white_01_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_white_02_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_white_03_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_white_04_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_white_05_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_white_06_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_white_07_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_white_08_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_white_09_1.jpg"
Asus ROG Phone 9 Pro 16/512GB - Phantom Black,ASUS,Smartphones,8100089400,https://cdnpro.eraspace.com/media/catalog/product/r/o/rog_phone9_pro_0.jpg,https://eraspace.com/erafone/asus-rog-phone-9-pro-16-512gb-phantom-black,-,-,-,8100089400,11999000,11999000,0,Habis,7,"https://cdnpro.eraspace.com/media/catalog/product/r/o/rog_phone9_pro_0.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/o/rog_phone9_pro_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/o/rog_phone9_pro_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/o/rog_phone9_pro_3.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/o/rog_phone9_pro_4.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/o/rog_phone9_pro_5.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/o/rog_phone9_pro_6.jpg"
Xiaomi 15 12/256GB - Black,Xiaomi,Smartphones,8100027625,https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_black_01.jpg,https://eraspace.com/erafone/xiaomi-15-12-256gb-black,-,-,-,8100027625,11999000,11999000,0,Habis,9,"https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_black_01.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_black_02.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_black_03.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_black_04.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_black_05.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_black_06.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_black_07.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_black_08.jpg, https://cdnpro.eraspace.com/media/catalog/product/x/i/xiaomi_15_black_09.jpg"
vivo V50 Lite 5G 8/256GB - Gold,vivo,Smartphones,8100136459,https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_5g_all_gold_1.jpg,https://eraspace.com/erafone/vivo-v50-lite-5g-8-256gb-gold,-,-,-,8100136459,4599000,4599000,0,Habis,10,"https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_5g_all_gold_1.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_5g_all_gold_2.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_5g_all_gold_3.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_5g_all_gold_4.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_5g_all_gold_5.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_5g_all_gold_6.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_5g_all_gold_7.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_5g_all_gold_8.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_5g_all_gold_9.jpg, https://cdnpro.eraspace.com/media/catalog/product/v/i/vivo_v50_lite_5g_all_gold_10.jpg"
realme 14 5G 8/256GB - Mecha Silver,realme,Smartphones,8100046145,https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_14_5g_mecha_silver_01.jpg,https://eraspace.com/erafone/realme-14-5g-8-256gb-mecha-silver,-,-,-,8100046145,4399000,4399000,0,Habis,9,"https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_14_5g_mecha_silver_01.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_14_5g_mecha_silver_02.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_14_5g_mecha_silver_03.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_14_5g_mecha_silver_04.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_14_5g_mecha_silver_05.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_14_5g_mecha_silver_06.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_14_5g_mecha_silver_07.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_14_5g_mecha_silver_08.jpg, https://cdnpro.eraspace.com/media/catalog/product/r/e/realme_14_5g_mecha_silver_09.jpg"
